gene	spp	sumOfgenes
EOG8FJBT4	2	3
EOG8FJBT5	4	4
EOG8FJBT6	4	4
EOG8FJBT7	2	2
EOG8FJBT8	4	6
EOG8FJBT9	2	2
EOG8FJBTB	3	3
EOG8FJBTC	4	9
EOG8FJBTD	4	4
EOG8FJBTF	3	3
EOG8FJBTH	3	3
EOG8FJBTM	2	2
EOG8FJBTQ	2	2
EOG8FJBTR	2	2
EOG8FJBTS	2	2
EOG8FJBTT	2	2
EOG8FJBTV	2	2
EOG8FJBTW	3	4
EOG8FJBTZ	2	2
EOG8FJBV1	2	2
EOG8FJBV2	2	2
EOG8FJBV3	5	13
EOG8FJBV5	2	2
EOG8FJBV6	3	3
EOG8FJBV7	2	2
EOG8FJBV9	2	2
EOG8FJBVB	3	4
EOG8FJBVD	2	2
EOG8FJBVF	2	2
EOG8FJBVG	2	2
EOG8FJBVK	2	2
EOG8FJBVM	2	2
EOG8FJBVN	4	4
EOG8FJBVP	2	2
EOG8FJBVQ	2	2
EOG8FJBVV	5	5
EOG8FN6XG	45	50
EOG8FN6XH	3	3
EOG8FN6XJ	65	72
EOG8FN6XK	62	80
EOG8FN6XM	74	83
EOG8FN6XN	74	88
EOG8FN6XP	37	41
EOG8FN6XQ	24	42
EOG8FN6XR	8	8
EOG8FN6XS	76	82
EOG8FN6XT	8	8
EOG8FN6XV	71	85
EOG8FN6XW	5	7
EOG8FN6XX	72	83
EOG8FN6XZ	66	77
EOG8FN6Z0	74	119
EOG8FN6Z1	70	93
EOG8FN6Z2	67	170
EOG8FN6Z3	70	72
EOG8FN6Z4	9	10
EOG8FN6Z5	69	78
EOG8FN6Z6	73	125
EOG8FN6Z7	42	580
EOG8FN6Z8	74	118
EOG8FN6Z9	2	2
EOG8FN6ZB	76	181
EOG8FN6ZC	6	6
EOG8FN6ZD	41	43
EOG8FN6ZF	10	13
EOG8FN6ZG	7	7
EOG8FN6ZH	6	18
EOG8FN6ZJ	41	46
EOG8FN6ZK	18	23
EOG8FN6ZM	2	2
EOG8FN6ZN	2	2
EOG8FN6ZP	3	3
EOG8FN6ZQ	7	7
EOG8FN6ZR	68	95
EOG8FN6ZS	7	9
EOG8FN6ZT	9	10
EOG8FN6ZV	74	81
EOG8FN6ZW	18	20
EOG8FN6ZX	4	4
EOG8FN6ZZ	5	5
EOG8FN700	3	3
EOG8FN701	5	5
EOG8FN703	14	14
EOG8FN704	5	5
EOG8FN705	17	17
EOG8FN706	10	12
EOG8FN707	71	77
EOG8FN708	11	22
EOG8FN709	73	78
EOG8FN70B	5	5
EOG8FN70C	5	5
EOG8FN70D	3	3
EOG8FN70F	4	5
EOG8FN70G	75	140
EOG8FN70H	8	8
EOG8FN70J	50	70
EOG8FN70M	54	74
EOG8FN70N	10	10
EOG8FN70P	5	5
EOG8FN70Q	2	2
EOG8FN70R	7	7
EOG8FN70S	21	21
EOG8FN70V	3	3
EOG8FN70X	4	4
EOG8FN70Z	74	201
EOG8FN710	12	12
EOG8FN711	73	107
EOG8FN712	4	4
EOG8FN713	3	3
EOG8FN716	39	45
EOG8FN717	11	14
EOG8FN718	6	6
EOG8FN719	5	5
EOG8FN71B	4	4
EOG8FN71C	7	7
EOG8FN71D	3	3
EOG8FN71F	8	8
EOG8FN71G	6	7
EOG8FN71H	4	4
EOG8FN71J	3	3
EOG8FN71M	62	69
EOG8FN71N	5	5
EOG8FN71Q	9	12
EOG8FN71R	4	4
EOG8FN71T	8	9
EOG8FN71V	7	9
EOG8FN71W	3	3
EOG8FN71X	4	4
EOG8FN720	12	31
EOG8FN722	3	3
EOG8FN724	3	3
EOG8FN725	5	7
EOG8FN727	2	2
EOG8FN728	2	2
EOG8FN729	4	4
EOG8FN72B	2	2
EOG8FN72C	3	6
EOG8FN72D	2	2
EOG8FN72F	6	7
EOG8FN72H	3	3
EOG8FN72J	2	2
EOG8FN72K	2	2
EOG8FN72Z	3	3
EOG8FN730	5	5
EOG8FN731	2	2
EOG8FN732	4	4
EOG8FN733	3	3
EOG8FN734	2	2
EOG8FN735	3	3
EOG8FN736	2	2
EOG8FN73B	4	6
EOG8FN73C	4	5
EOG8FN73D	3	4
EOG8FN73F	5	7
EOG8FN73G	3	3
EOG8FN73H	3	3
EOG8FN73K	2	2
EOG8FN73M	2	2
EOG8FN73P	2	2
EOG8FN73R	2	4
EOG8FN73S	2	7
EOG8FN73T	2	2
EOG8FR35D	72	91
EOG8FR35F	63	77
EOG8FR35G	72	82
EOG8FR35H	7	19
EOG8FR35J	35	42
EOG8FR35K	22	63
EOG8FR35M	5	5
EOG8FR35N	6	6
EOG8FR35P	67	82
EOG8FR35Q	52	56
EOG8FR35R	75	78
EOG8FR35S	2	3
EOG8FR35T	23	24
EOG8FR35V	75	163
EOG8FR35W	17	19
EOG8FR35X	2	2
EOG8FR35Z	6	9
EOG8FR360	4	5
EOG8FR361	7	7
EOG8FR362	1	2
EOG8FR363	26	29
EOG8FR365	31	40
EOG8FR366	64	76
EOG8FR367	24	78
EOG8FR368	7	17
EOG8FR369	2	2
EOG8FR36B	3	3
EOG8FR36C	2	2
EOG8FR36D	71	256
EOG8FR36F	66	86
EOG8FR36G	60	129
EOG8FR36H	54	71
EOG8FR36J	3	3
EOG8FR36K	9	10
EOG8FR36M	4	4
EOG8FR36N	38	45
EOG8FR36P	23	25
EOG8FR36Q	68	72
EOG8FR36R	5	5
EOG8FR36S	5	5
EOG8FR36T	60	71
EOG8FR36V	7	8
EOG8FR36W	2	2
EOG8FR36X	2	2
EOG8FR36Z	4	5
EOG8FR371	3	3
EOG8FR372	75	161
EOG8FR373	4	4
EOG8FR374	5	7
EOG8FR375	3	3
EOG8FR376	2	3
EOG8FR377	5	6
EOG8FR378	20	20
EOG8FR379	5	5
EOG8FR37B	2	6
EOG8FR37C	53	75
EOG8FR37D	27	27
EOG8FR37G	3	6
EOG8FR37H	3	4
EOG8FR37J	63	84
EOG8FR37K	70	74
EOG8FR37N	33	34
EOG8FR37P	16	36
EOG8FR37Q	5	5
EOG8FR37R	4	4
EOG8FR37S	4	4
EOG8FR37V	21	22
EOG8FR37Z	6	10
EOG8FR381	7	7
EOG8FR383	3	3
EOG8FR384	45	45
EOG8FR385	67	70
EOG8FR386	11	14
EOG8FR388	20	20
EOG8FR389	8	8
EOG8FR38B	11	21
EOG8FR38D	25	25
EOG8FR38F	7	11
EOG8FR38G	3	3
EOG8FR38H	3	3
EOG8FR38J	4	4
EOG8FR38K	31	32
EOG8FR38M	12	12
EOG8FR38N	14	14
EOG8FR38P	8	8
EOG8FR38R	2	2
EOG8FR38T	57	68
EOG8FR38V	5	5
EOG8FR38W	3	4
EOG8FR38Z	4	5
EOG8FR391	3	3
EOG8FR393	4	4
EOG8FR394	2	2
EOG8FR395	5	13
EOG8FR396	2	2
EOG8FR397	4	4
EOG8FR398	2	2
EOG8FR399	2	2
EOG8FR39B	2	2
EOG8FR39C	2	2
EOG8FR39D	1	2
EOG8FR39F	3	11
EOG8FR39G	2	2
EOG8FR39H	2	2
EOG8FR39J	3	4
EOG8FR39K	2	2
EOG8FR39P	3	3
EOG8FR39R	4	7
EOG8FR39S	7	7
EOG8FR39W	2	2
EOG8FR39X	2	2
EOG8FR39Z	2	2
EOG8FR3B0	4	4
EOG8FR3B3	2	2
EOG8FR3B5	2	2
EOG8FR3B6	7	14
EOG8FR3B8	2	2
EOG8FR3B9	2	2
EOG8FR3BB	3	4
EOG8FR3BC	4	5
EOG8FR3BF	2	2
EOG8FR3BH	2	2
EOG8FR3BJ	2	2
EOG8FR3BM	2	3
EOG8FR3BP	2	2
EOG8FR3BQ	2	2
EOG8FTZDB	74	117
EOG8FTZDC	59	81
EOG8FTZDD	69	104
EOG8FTZDF	74	98
EOG8FTZDG	74	92
EOG8FTZDH	8	19
EOG8FTZDJ	20	24
EOG8FTZDK	74	94
EOG8FTZDM	74	108
EOG8FTZDN	6	6
EOG8FTZDP	74	86
EOG8FTZDQ	2	2
EOG8FTZDR	61	66
EOG8FTZDS	8	9
EOG8FTZDT	8	8
EOG8FTZDW	66	91
EOG8FTZDX	41	41
EOG8FTZDZ	68	121
EOG8FTZF0	5	8
EOG8FTZF1	75	100
EOG8FTZF2	44	48
EOG8FTZF3	7	7
EOG8FTZF4	11	11
EOG8FTZF5	8	14
EOG8FTZF6	46	84
EOG8FTZF7	3	3
EOG8FTZF9	13	14
EOG8FTZFB	43	51
EOG8FTZFC	5	6
EOG8FTZFD	4	4
EOG8FTZFF	7	8
EOG8FTZFG	67	73
EOG8FTZFH	74	78
EOG8FTZFJ	62	84
EOG8FTZFK	67	127
EOG8FTZFM	70	71
EOG8FTZFN	2	2
EOG8FTZFP	4	4
EOG8FTZFQ	11	12
EOG8FTZFR	3	3
EOG8FTZFS	64	74
EOG8FTZFT	70	72
EOG8FTZFV	39	39
EOG8FTZFW	70	77
EOG8FTZFX	76	445
EOG8FTZG0	7	8
EOG8FTZG1	75	80
EOG8FTZG2	70	74
EOG8FTZG4	72	82
EOG8FTZG5	3	3
EOG8FTZG6	3	3
EOG8FTZG7	11	11
EOG8FTZG8	76	81
EOG8FTZGB	14	18
EOG8FTZGC	4	4
EOG8FTZGD	6	7
EOG8FTZGF	6	7
EOG8FTZGG	4	4
EOG8FTZGH	3	3
EOG8FTZGJ	5	5
EOG8FTZGK	48	50
EOG8FTZGM	74	81
EOG8FTZGP	74	78
EOG8FTZGQ	15	16
EOG8FTZGR	40	40
EOG8FTZGS	4	4
EOG8FTZGT	19	20
EOG8FTZGV	59	67
EOG8FTZGW	72	128
EOG8FTZGZ	5	5
EOG8FTZH0	4	4
EOG8FTZH1	34	37
EOG8FTZH3	3	3
EOG8FTZH4	36	36
EOG8FTZH5	5	5
EOG8FTZH6	4	4
EOG8FTZH7	19	19
EOG8FTZH8	18	24
EOG8FTZH9	63	63
EOG8FTZHB	4	4
EOG8FTZHC	5	5
EOG8FTZHD	12	12
EOG8FTZHG	2	2
EOG8FTZHH	3	3
EOG8FTZHJ	2	3
EOG8FTZHK	43	45
EOG8FTZHM	8	16
EOG8FTZHN	3	5
EOG8FTZHR	12	12
EOG8FTZHS	5	5
EOG8FTZHT	7	8
EOG8FTZHV	3	3
EOG8FTZHW	3	3
EOG8FTZHX	5	5
EOG8FTZHZ	4	4
EOG8FTZJ0	5	7
EOG8FTZJ3	4	4
EOG8FTZJ4	2	2
EOG8FTZJ6	3	3
EOG8FTZJ8	2	2
EOG8FTZJ9	5	5
EOG8FTZJC	2	2
EOG8FTZJF	2	2
EOG8FTZJG	2	2
EOG8FTZJJ	3	3
EOG8FTZJK	4	4
EOG8FTZJN	3	6
EOG8FTZJR	2	2
EOG8FTZJT	3	3
EOG8FTZJW	2	2
EOG8FTZJZ	2	3
EOG8FTZK0	2	2
EOG8FTZK1	2	2
EOG8FTZK2	2	2
EOG8FTZK3	3	4
EOG8FTZK4	3	3
EOG8FTZK7	3	3
EOG8FTZK9	5	17
EOG8FTZKB	2	2
EOG8FTZKC	2	2
EOG8FTZKD	5	13
EOG8FTZKF	2	2
EOG8FTZKH	2	2
EOG8FTZKJ	7	34
EOG8FTZKM	2	2
EOG8FXTN8	74	87
EOG8FXTNB	44	71
EOG8FXTNC	47	53
EOG8FXTND	65	113
EOG8FXTNF	73	114
EOG8FXTNG	21	211
EOG8FXTNH	71	86
EOG8FXTNJ	66	74
EOG8FXTNK	3	4
EOG8FXTNM	9	9
EOG8FXTNN	76	83
EOG8FXTNP	5	6
EOG8FXTNQ	73	77
EOG8FXTNR	4	31
EOG8FXTNS	57	63
EOG8FXTNT	35	44
EOG8FXTNV	7	9
EOG8FXTNW	5	5
EOG8FXTNZ	72	81
EOG8FXTP0	73	82
EOG8FXTP1	4	6
EOG8FXTP2	3	3
EOG8FXTP3	32	34
EOG8FXTP4	3	3
EOG8FXTP5	50	55
EOG8FXTP6	5	6
EOG8FXTP7	73	82
EOG8FXTP8	6	6
EOG8FXTP9	50	55
EOG8FXTPB	55	61
EOG8FXTPC	74	90
EOG8FXTPD	12	12
EOG8FXTPF	74	101
EOG8FXTPG	12	20
EOG8FXTPH	16	17
EOG8FXTPJ	73	83
EOG8FXTPK	19	19
EOG8FXTPM	72	82
EOG8FXTPN	76	137
EOG8FXTPP	4	4
EOG8FXTPQ	17	17
EOG8FXTPR	51	139
EOG8FXTPS	4	4
EOG8FXTPT	4	4
EOG8FXTPV	59	69
EOG8FXTPW	73	86
EOG8FXTPX	76	233
EOG8FXTPZ	69	90
EOG8FXTQ0	6	6
EOG8FXTQ2	72	77
EOG8FXTQ3	74	83
EOG8FXTQ4	73	76
EOG8FXTQ5	71	119
EOG8FXTQ6	8	8
EOG8FXTQ7	55	61
EOG8FXTQ8	2	3
EOG8FXTQ9	64	352
EOG8FXTQB	3	3
EOG8FXTQD	5	16
EOG8FXTQG	19	36
EOG8FXTQH	2	2
EOG8FXTQJ	13	15
EOG8FXTQK	9	9
EOG8FXTQN	20	24
EOG8FXTQP	3	3
EOG8FXTQR	3	3
EOG8FXTQS	4	4
EOG8FXTQT	4	4
EOG8FXTQV	12	21
EOG8FXTQW	12	13
EOG8FXTQX	5	5
EOG8FXTQZ	70	79
EOG8FXTR0	2	2
EOG8FXTR1	10	20
EOG8FXTR2	4	4
EOG8FXTR3	3	3
EOG8FXTR4	2	2
EOG8FXTR5	4	4
EOG8FXTR6	58	63
EOG8FXTR7	9	33
EOG8FXTR8	7	8
EOG8FXTR9	6	16
EOG8FXTRB	3	3
EOG8FXTRC	7	9
EOG8FXTRF	15	23
EOG8FXTRH	6	7
EOG8FXTRJ	4	4
EOG8FXTRK	6	13
EOG8FXTRN	6	6
EOG8FXTRP	7	12
EOG8FXTRQ	6	6
EOG8FXTRS	5	5
EOG8FXTRT	3	3
EOG8FXTRV	5	11
EOG8FXTRX	5	5
EOG8FXTS0	4	5
EOG8FXTS2	4	6
EOG8FXTS3	2	2
EOG8FXTS4	2	2
EOG8FXTS6	2	2
EOG8FXTS7	2	3
EOG8FXTSB	2	2
EOG8FXTSC	2	2
EOG8FXTSF	3	3
EOG8FXTSG	2	5
EOG8FXTSH	3	4
EOG8FXTSN	2	3
EOG8FXTSP	2	2
EOG8FXTSQ	4	4
EOG8FXTSR	2	2
EOG8FXTSS	2	2
EOG8FXTST	2	2
EOG8FXTSV	4	8
EOG8FXTSX	2	2
EOG8FXTSZ	3	5
EOG8FXTT0	2	2
EOG8FXTT1	2	2
EOG8FXTT2	3	3
EOG8FXTT3	2	2
EOG8FXTT4	2	2
EOG8FXTT5	3	4
EOG8FXTT6	2	2
EOG8FXTT7	2	2
EOG8FXTT8	3	3
EOG8FXTTB	6	6
EOG8FXTTD	2	2
EOG8FXTTF	3	3
EOG8FXTTG	3	3
EOG8FXTTH	3	3
EOG8FXTTK	3	3
EOG8FXTTM	3	3
EOG8FXTTN	5	8
EOG8G1PW6	7	7
EOG8G1PW7	75	92
EOG8G1PW8	7	7
EOG8G1PW9	73	83
EOG8G1PWB	7	7
EOG8G1PWC	57	64
EOG8G1PWD	8	16
EOG8G1PWF	6	6
EOG8G1PWG	63	63
EOG8G1PWH	73	85
EOG8G1PWJ	7	7
EOG8G1PWK	74	144
EOG8G1PWM	75	85
EOG8G1PWN	10	11
EOG8G1PWP	67	281
EOG8G1PWQ	8	12
EOG8G1PWR	4	7
EOG8G1PWS	17	22
EOG8G1PWT	16	56
EOG8G1PWV	17	20
EOG8G1PWW	2	2
EOG8G1PWX	72	79
EOG8G1PWZ	8	9
EOG8G1PX0	71	86
EOG8G1PX1	3	3
EOG8G1PX2	62	69
EOG8G1PX3	12	12
EOG8G1PX4	71	73
EOG8G1PX5	74	120
EOG8G1PX6	3	8
EOG8G1PX7	3	3
EOG8G1PX8	70	95
EOG8G1PX9	19	19
EOG8G1PXB	5	6
EOG8G1PXC	3	5
EOG8G1PXD	4	4
EOG8G1PXF	5	5
EOG8G1PXG	3	3
EOG8G1PXH	68	80
EOG8G1PXJ	3	3
EOG8G1PXK	73	79
EOG8G1PXM	2	3
EOG8G1PXN	38	71
EOG8G1PXP	9	13
EOG8G1PXQ	2	2
EOG8G1PXR	7	8
EOG8G1PXS	6	6
EOG8G1PXT	55	63
EOG8G1PXV	2	2
EOG8G1PXW	6	6
EOG8G1PXX	23	23
EOG8G1PXZ	2	2
EOG8G1PZ0	76	149
EOG8G1PZ1	26	80
EOG8G1PZ2	24	28
EOG8G1PZ3	34	39
EOG8G1PZ4	5	5
EOG8G1PZ5	4	5
EOG8G1PZ6	6	6
EOG8G1PZ7	6	6
EOG8G1PZ8	72	158
EOG8G1PZ9	9	10
EOG8G1PZB	4	4
EOG8G1PZC	3	3
EOG8G1PZD	25	28
EOG8G1PZF	3	3
EOG8G1PZG	3	3
EOG8G1PZH	8	9
EOG8G1PZJ	4	4
EOG8G1PZK	3	3
EOG8G1PZP	3	5
EOG8G1PZQ	28	42
EOG8G1PZR	32	341
EOG8G1PZS	1	3
EOG8G1PZT	42	44
EOG8G1PZV	5	5
EOG8G1PZZ	6	6
EOG8G1Q00	4	4
EOG8G1Q01	5	5
EOG8G1Q02	7	7
EOG8G1Q03	7	7
EOG8G1Q04	3	3
EOG8G1Q05	3	4
EOG8G1Q06	71	93
EOG8G1Q07	4	4
EOG8G1Q08	65	70
EOG8G1Q0B	4	4
EOG8G1Q0D	12	13
EOG8G1Q0F	10	10
EOG8G1Q0H	3	3
EOG8G1Q0J	4	4
EOG8G1Q0K	5	6
EOG8G1Q0M	5	5
EOG8G1Q0N	5	5
EOG8G1Q0P	4	4
EOG8G1Q0Q	2	2
EOG8G1Q0R	3	4
EOG8G1Q0S	8	12
EOG8G1Q0T	6	6
EOG8G1Q0V	10	12
EOG8G1Q0X	8	9
EOG8G1Q0Z	2	3
EOG8G1Q10	2	2
EOG8G1Q12	2	2
EOG8G1Q13	2	2
EOG8G1Q14	2	2
EOG8G1Q16	4	4
EOG8G1Q17	2	2
EOG8G1Q18	3	5
EOG8G1Q19	3	4
EOG8G1Q1B	2	2
EOG8G1Q1D	2	2
EOG8G1Q1F	2	2
EOG8G1Q1G	3	3
EOG8G1Q1J	3	3
EOG8G1Q1M	5	39
EOG8G1Q1P	2	2
EOG8G1Q1S	4	4
EOG8G1Q1T	2	2
EOG8G1Q1V	2	2
EOG8G1Q1W	3	3
EOG8G1Q1Z	2	2
EOG8G1Q22	4	4
EOG8G1Q23	2	2
EOG8G1Q24	2	2
EOG8G1Q25	5	11
EOG8G1Q28	3	4
EOG8G1Q29	2	2
EOG8G1Q2B	3	3
EOG8G1Q2D	3	3
EOG8G1Q2G	2	2
EOG8G1Q2H	4	4
EOG8G4K46	4	4
EOG8G4K47	3	3
EOG8G4K48	75	89
EOG8G4K49	76	89
EOG8G4K4B	53	71
EOG8G4K4C	72	79
EOG8G4K4D	7	7
EOG8G4K4F	66	81
EOG8G4K4G	6	6
EOG8G4K4H	14	27
EOG8G4K4J	9	9
EOG8G4K4K	75	97
EOG8G4K4M	7	7
EOG8G4K4N	4	5
EOG8G4K4P	5	5
EOG8G4K4Q	14	14
EOG8G4K4R	70	98
EOG8G4K4S	68	76
EOG8G4K4T	10	18
EOG8G4K4V	3	3
EOG8G4K4W	4	4
EOG8G4K4Z	4	4
EOG8G4K50	31	67
EOG8G4K52	70	72
EOG8G4K53	58	64
EOG8G4K55	5	6
EOG8G4K56	2	2
EOG8G4K57	14	20
EOG8G4K59	71	93
EOG8G4K5B	23	23
EOG8G4K5C	53	56
EOG8G4K5D	5	7
EOG8G4K5F	5	9
EOG8G4K5G	64	84
EOG8G4K5H	68	85
EOG8G4K5J	8	8
EOG8G4K5K	53	56
EOG8G4K5M	42	59
EOG8G4K5N	5	8
EOG8G4K5P	58	70
EOG8G4K5Q	5	6
EOG8G4K5R	8	11
EOG8G4K5S	58	69
EOG8G4K5T	13	13
EOG8G4K5V	47	48
EOG8G4K5W	10	13
EOG8G4K5X	4	4
EOG8G4K5Z	59	63
EOG8G4K60	3	3
EOG8G4K61	11	11
EOG8G4K62	4	4
EOG8G4K63	3	3
EOG8G4K64	2	2
EOG8G4K65	36	37
EOG8G4K66	3	3
EOG8G4K67	5	5
EOG8G4K68	5	6
EOG8G4K69	34	38
EOG8G4K6C	17	82
EOG8G4K6D	4	4
EOG8G4K6F	8	41
EOG8G4K6G	38	55
EOG8G4K6H	11	12
EOG8G4K6J	3	3
EOG8G4K6K	4	4
EOG8G4K6M	12	13
EOG8G4K6N	14	17
EOG8G4K6Q	5	7
EOG8G4K6R	4	5
EOG8G4K6S	9	9
EOG8G4K6T	11	27
EOG8G4K6V	6	6
EOG8G4K6X	11	11
EOG8G4K6Z	12	19
EOG8G4K70	4	4
EOG8G4K71	28	29
EOG8G4K72	5	5
EOG8G4K75	5	5
EOG8G4K77	3	3
EOG8G4K78	73	95
EOG8G4K79	13	13
EOG8G4K7B	4	4
EOG8G4K7C	5	5
EOG8G4K7D	3	3
EOG8G4K7F	3	3
EOG8G4K7G	5	5
EOG8G4K7H	6	6
EOG8G4K7J	5	5
EOG8G4K7K	10	12
EOG8G4K7M	2	2
EOG8G4K7N	15	26
EOG8G4K7R	3	4
EOG8G4K7S	3	3
EOG8G4K7V	2	2
EOG8G4K7W	2	2
EOG8G4K7X	3	3
EOG8G4K7Z	2	4
EOG8G4K80	3	3
EOG8G4K81	2	2
EOG8G4K83	2	2
EOG8G4K84	2	2
EOG8G4K85	2	2
EOG8G4K86	2	2
EOG8G4K87	3	3
EOG8G4K88	3	5
EOG8G4K89	6	6
EOG8G4K8B	2	2
EOG8G4K8C	4	4
EOG8G4K8D	2	2
EOG8G4K8F	3	3
EOG8G4K8H	3	3
EOG8G4K8J	3	3
EOG8G4K8K	3	3
EOG8G4K8M	5	5
EOG8G4K8P	3	5
EOG8G4K8Q	2	2
EOG8G4K8R	2	4
EOG8G4K8S	2	2
EOG8G4K8V	3	6
EOG8G4K8W	2	2
EOG8G4K8Z	2	2
EOG8G4K90	2	2
EOG8G4K92	2	2
EOG8G4K93	3	5
EOG8G4K94	2	2
EOG8G4K95	2	2
EOG8G4K96	6	18
EOG8G4K98	2	2
EOG8G4K9B	2	2
EOG8G4K9C	2	2
EOG8G4K9D	2	2
EOG8G4K9G	2	3
EOG8G7FC2	75	145
EOG8G7FC3	22	22
EOG8G7FC4	68	86
EOG8G7FC5	2	3
EOG8G7FC6	74	152
EOG8G7FC7	27	37
EOG8G7FC8	36	42
EOG8G7FC9	13	16
EOG8G7FCB	75	177
EOG8G7FCC	8	18
EOG8G7FCD	2	2
EOG8G7FCF	65	76
EOG8G7FCG	3	3
EOG8G7FCH	25	51
EOG8G7FCJ	71	92
EOG8G7FCK	3	3
EOG8G7FCM	6	6
EOG8G7FCN	30	31
EOG8G7FCP	30	31
EOG8G7FCQ	7	12
EOG8G7FCR	55	96
EOG8G7FCS	38	65
EOG8G7FCT	69	305
EOG8G7FCV	19	19
EOG8G7FCW	2	14
EOG8G7FCX	72	86
EOG8G7FCZ	70	85
EOG8G7FD0	17	20
EOG8G7FD1	73	82
EOG8G7FD2	13	13
EOG8G7FD3	54	58
EOG8G7FD4	2	2
EOG8G7FD5	76	156
EOG8G7FD6	16	20
EOG8G7FD7	74	79
EOG8G7FD8	67	74
EOG8G7FD9	2	2
EOG8G7FDB	28	36
EOG8G7FDC	67	69
EOG8G7FDF	74	92
EOG8G7FDG	19	20
EOG8G7FDH	6	8
EOG8G7FDJ	3	3
EOG8G7FDK	17	19
EOG8G7FDM	15	29
EOG8G7FDN	4	4
EOG8G7FDP	8	8
EOG8G7FDQ	3	3
EOG8G7FDR	6	22
EOG8G7FDS	10	19
EOG8G7FDT	8	12
EOG8G7FDV	72	79
EOG8G7FDW	6	14
EOG8G7FDX	3	3
EOG8G7FDZ	2	4
EOG8G7FF0	73	77
EOG8G7FF1	54	56
EOG8G7FF2	3	3
EOG8G7FF3	65	72
EOG8G7FF4	73	113
EOG8G7FF5	69	76
EOG8G7FF7	52	57
EOG8G7FF9	37	39
EOG8G7FFB	8	8
EOG8G7FFC	5	5
EOG8G7FFD	4	4
EOG8G7FFF	10	11
EOG8G7FFG	4	4
EOG8G7FFH	16	17
EOG8G7FFJ	2	2
EOG8G7FFK	71	82
EOG8G7FFM	75	453
EOG8G7FFP	49	56
EOG8G7FFQ	66	79
EOG8G7FFR	3	3
EOG8G7FFS	5	5
EOG8G7FFT	53	55
EOG8G7FFV	10	11
EOG8G7FFW	2	2
EOG8G7FFX	20	64
EOG8G7FFZ	11	25
EOG8G7FG0	32	64
EOG8G7FG1	5	6
EOG8G7FG2	5	6
EOG8G7FG3	2	2
EOG8G7FG5	3	3
EOG8G7FG6	28	28
EOG8G7FG7	3	3
EOG8G7FG8	4	4
EOG8G7FG9	7	7
EOG8G7FGB	14	14
EOG8G7FGC	14	14
EOG8G7FGD	5	5
EOG8G7FGF	4	4
EOG8G7FGG	3	3
EOG8G7FGH	8	9
EOG8G7FGJ	5	5
EOG8G7FGK	8	25
EOG8G7FGM	5	5
EOG8G7FGN	3	3
EOG8G7FGP	3	3
EOG8G7FGQ	6	9
EOG8G7FGR	6	7
EOG8G7FGS	2	2
EOG8G7FGT	7	8
EOG8G7FGV	2	3
EOG8G7FGX	2	2
EOG8G7FGZ	3	3
EOG8G7FH0	3	4
EOG8G7FH2	2	3
EOG8G7FH3	3	28
EOG8G7FH5	2	2
EOG8G7FH6	2	2
EOG8G7FH9	2	2
EOG8G7FHB	2	2
EOG8G7FHC	2	5
EOG8G7FHD	2	2
EOG8G7FHF	7	16
EOG8G7FHG	2	2
EOG8G7FHJ	4	13
EOG8G7FHK	2	2
EOG8G7FHM	4	4
EOG8G7FHN	3	3
EOG8G7FHP	3	3
EOG8G7FHQ	2	2
EOG8G7FHR	2	2
EOG8G7FHV	2	2
EOG8G7FJ0	5	6
EOG8G7FJ1	4	4
EOG8G7FJ2	2	2
EOG8G7FJ3	2	2
EOG8G7FJ4	2	2
EOG8G7FJ5	2	2
EOG8G7FJ6	7	18
EOG8G7FJ7	3	3
EOG8G7FJ8	3	3
EOG8G7FJB	2	12
EOG8G7FJC	3	4
EOG8G7FJD	2	2
EOG8GB9M0	70	85
EOG8GB9M1	73	96
EOG8GB9M2	18	19
EOG8GB9M3	15	18
EOG8GB9M4	73	93
EOG8GB9M5	74	129
EOG8GB9M6	31	36
EOG8GB9M7	71	179
EOG8GB9M8	72	93
EOG8GB9M9	15	25
EOG8GB9MB	4	4
EOG8GB9MC	16	16
EOG8GB9MD	12	16
EOG8GB9MF	70	75
EOG8GB9MG	63	75
EOG8GB9MH	75	95
EOG8GB9MJ	3	3
EOG8GB9MK	74	79
EOG8GB9MM	4	4
EOG8GB9MN	10	12
EOG8GB9MP	3	3
EOG8GB9MQ	6	8
EOG8GB9MS	20	24
EOG8GB9MT	5	8
EOG8GB9MV	74	91
EOG8GB9MW	7	10
EOG8GB9MX	18	34
EOG8GB9MZ	75	935
EOG8GB9N0	22	23
EOG8GB9N1	73	80
EOG8GB9N2	6	7
EOG8GB9N4	4	5
EOG8GB9N5	75	121
EOG8GB9N6	73	84
EOG8GB9N7	2	2
EOG8GB9N8	69	116
EOG8GB9N9	11	11
EOG8GB9NB	74	116
EOG8GB9NC	4	7
EOG8GB9ND	4	4
EOG8GB9NF	70	80
EOG8GB9NG	2	2
EOG8GB9NH	12	13
EOG8GB9NJ	4	4
EOG8GB9NK	2	4
EOG8GB9NM	3	3
EOG8GB9NN	75	120
EOG8GB9NP	24	28
EOG8GB9NQ	2	2
EOG8GB9NR	5	5
EOG8GB9NS	7	7
EOG8GB9NT	11	11
EOG8GB9NW	8	8
EOG8GB9NX	5	6
EOG8GB9NZ	5	5
EOG8GB9P0	2	2
EOG8GB9P1	39	41
EOG8GB9P2	3	3
EOG8GB9P3	5	8
